id,category,sub_category,material,color,occasion,brand,title,,fit,sleeve_length,neck,waist_rise,closure,print_or_pattern_type,shape,length,collar,preprocessed_product_details
107982,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,plus size self design longline cotton open front shrug,,,long sleeves,,,,,,longline,,white self design open front longline shrug has long sleeves straight hem
107983,women,shrugs,cotton,red,"Casual settings, Layered looks",rute,plus size self design pure cotton open front shrug,,,three-quarter sleeves,,,,,,regular,,red self design open front regular shrug has threequarter sleeves straight hem
107984,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,self design cotton open front shrug,,,three-quarter sleeves,,,,,,regular,,white self design open front regular shrug has threequarter sleeves straight hem
107985,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,vneck printed kaftan cotton waterfall shrug,,,three-quarter sleeves,,,,,,regular,,grey white printed waterfall regular shrug has threequarter sleeves straight hem
107986,women,shrugs,cotton,beige,"Casual settings, Layered looks",rute,women beige lace open front shrug,,,three-quarter sleeves,,,,,,crop,,beige lace open front crop shrug has threequarter sleeves curved hem
107987,women,shrugs,cotton,red,"Casual settings, Layered looks",rute,women beige self design open front shrug,,,three-quarter sleeves,,,,,,regular,,beige self design open front regular shrug has threequarter sleeves embroidered detail straight hem
107988,women,shrugs,cotton,black,"Casual settings, Layered looks",rute,women black  pink floral printed cotton shrug,,,three-quarter sleeves,,,,,,regular,,black pink printed open front regular shrug has threequarter sleeves straight hem
107989,women,shrugs,cotton,black,"Casual settings, Layered looks",rute,women black  pink floral printed cotton shrug,,,three-quarter sleeves,,,,,,regular,,black pink floral printed open front regular shrug has threequarter sleeves straight hem
107990,women,shrugs,cotton,black,"Casual settings, Layered looks",rute,women black cotton shrug,,,short sleeves,,,,,,regular,,black self design open front regular shrug has short sleeves straight hem
107991,women,shrugs,cotton,black,"Casual settings, Layered looks",rute,women black lace open front shrug,,,three-quarter sleeves,,,,,,crop,,black lace open front crop shrug has threequarter sleeves curved hem
107992,women,shrugs,cotton,black,"Casual settings, Layered looks",rute,women black selfdesign plus size cotton shrug,,,three-quarter sleeves,,,,,,regular,,black self design open front regular shrug has threequarter sleeves straight hem
107993,women,shrugs,cotton,black,"Casual settings, Layered looks",rute,women black shrug,,,three-quarter sleeves,,,,,,regular,,black self design open front regular shrug has threequarter sleeves straight hem
107994,women,shrugs,cotton,black,"Casual settings, Layered looks",rute,women black shrug,,,short sleeves,,,,,,regular,,black self design open front regular shrug has short sleeves straight hem
107995,women,shrugs,viscose,black,"Casual settings, Layered looks",rute,women black solid open front shrug,,,three-quarter sleeves,,,,,,regular,,black solid open front regular shrug has threequarter sleeves straight hem
107996,women,shrugs,cotton,blue,"Casual settings, Layered looks",rute,women blue bohemian shrug,,,three-quarter sleeves,,,,,,regular,,blue self design open front regular shrug has threequarter sleeves straight hem
107997,women,shrugs,cotton,blue,"Casual settings, Layered looks",rute,women blue bohemian shrug,,,three-quarter sleeves,,,,,,regular,,blue self design open front regular shrug has threequarter sleeves straight hem
107998,women,shrugs,cotton,blue,"Casual settings, Layered looks",rute,women blue sheer shrug,,,short sleeves,,,,,,regular,,blue self design open front regular shrug has short sleeves straight hem
107999,women,shrugs,cotton,blue,"Casual settings, Layered looks",rute,women cotton longline open front shrug,,,three-quarter sleeves,,,,,,longline,,blue solid open front longline shrug has threequarter sleeves straight hem
108000,women,shrugs,cotton,blue,"Casual settings, Layered looks",rute,women cotton open front shrug,,,long sleeves,,,,,,regular,,blue solid open front regular shrug has long sleeves straight hem
108001,women,shrugs,cotton,blue,"Casual settings, Layered looks",rute,women cotton shrug,,,sleeveless,,,,,,regular,,navy blue self design open front regular shrug has sleeveless straight hem
108002,women,shrugs,cotton,grey,"Casual settings, Layered looks",rute,women grey melange solid plus size open front shrug,,,long sleeves,,,,,,regular,,grey melange solid plus size open front regular shrug has long sleeves gathers detail straight hem
108003,women,shrugs,viscose,grey,"Casual settings, Layered looks",rute,women grey shrug,,,long sleeves,,,,,,regular,,grey solid open front regular shrug has long sleeves straight hem
108004,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,women offwhite self design cotton open front shrug,,,three-quarter sleeves,,,,,,regular,,offwhite self design open front regular shrug has threequarter sleeves straight hem
108005,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,women offwhite self design cotton open front shrug,,,three-quarter sleeves,,,,,,regular,,offwhite self design open front regular shrug has threequarter sleeves straight hem
108006,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,women open front shrug,,,long sleeves,,,,,,regular,,white solid open front regular shrug has long sleeves straight hem
108007,women,shrugs,cotton,pink,"Casual settings, Layered looks",rute,women pink self design lace open front shrug,,,three-quarter sleeves,,,,,,regular,,pink self design open front regular shrug has threequarter sleeves straight hem
108008,women,shrugs,polyester,pink,"Casual settings, Layered looks",rute,women pink self design open front shrug,,,sleeveless,,,,,,regular,,pink self design open front regular shrug has sleeveless straight hem
108009,women,shrugs,cotton,blue,"Casual settings, Layered looks",rute,women printed open front cotton shrug,,,three-quarter sleeves,,,,,,regular,,beige navy blue printed open front regular shrug has threequarter sleeves straight hem
108010,women,shrugs,cotton,red,"Casual settings, Layered looks",rute,women red lace open front shrug,,,three-quarter sleeves,,,,,,longline,,red lace open front longline shrug has threequarter sleeves straight hem
108011,women,shrugs,cotton,red,"Casual settings, Layered looks",rute,women red selfdesign open front crop lace shrug,,,three-quarter sleeves,,,,,,crop,,red self design open front crop lace shrug has threequarter sleeves gathers detail straight hem
108012,women,shrugs,cotton,red,"Casual settings, Layered looks",rute,women red selfdesign plus size cotton shrug,,,long sleeves,,,,,,regular,,red self design open front regular shrug has long sleeves straight hem
108013,women,shrugs,cotton,red,"Casual settings, Layered looks",rute,women red self design shrug,,,short sleeves,,,,,,regular,,red self design open front regular shrug has short sleeves straight hem
108014,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,women self design cotton button shrug,,,three-quarter sleeves,,,,,,regular,,white self design button regular shrug has threequarter sleeves straight hem
108015,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,women self design cotton crop open front shrug,,,three-quarter sleeves,,,,,,crop,,white self design open front crop shrug has threequarter sleeves straight hem
108016,women,shrugs,cotton,pink,"Casual settings, Layered looks",rute,women self design cotton lace crop open front shrug,,,three-quarter sleeves,,,,,,crop,,pink self design open front crop shrug has threequarter sleeves straight hem
108017,women,shrugs,cotton,red,"Casual settings, Layered looks",rute,women self design cotton open front crop shrug,,,three-quarter sleeves,,,,,,crop,,red self design open front crop shrug has threequarter sleeves straight hem
108018,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,women self design cotton open front crop shrug,,,three-quarter sleeves,,,,,,crop,,white self design open front crop shrug has threequarter sleeves straight hem
108019,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,women self design cotton open front shrug,,,three-quarter sleeves,,,,,,regular,,white self design open front regular shrug has threequarter sleeves straight hem
108020,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,women white button cotton shrug,,,three-quarter sleeves,,,,,,regular,,white self design button regular shrug has threequarter sleeves straight hem
108021,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,women white cotton shrug,,,three-quarter sleeves,,,,,,regular,,white solid open front regular shrug has threequarter sleeves asymmetric hem
108022,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,women white longline shrug,,,three-quarter sleeves,,,,,,longline,,white self design open front longline shrug has threequarter sleeves straight hem
108023,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,women white selfdesign cotton shrug,,,short sleeves,,,,,,regular,,white self design open front regular shrug has short sleeves straight hem
108024,women,shrugs,polyester,white,"Casual settings, Layered looks",rute,women white selfdesign open front net shrug,,,sleeveless,,,,,,regular,,white self design open front regular net shrug sleeveless straight hem
108025,women,shrugs,cotton,white,"Casual settings, Layered looks",rute,women white self design shrug,,,short sleeves,,,,,,regular,,white self design open front regular shrug has short sleeves straight hem
108026,women,shrugs,poly,green,"Casual settings, Layered looks",scorpius,abstarct printed open front longline shrug,,,three-quarter sleeves,,,,,,longline,,white green printed open front longline shrug has threequarter sleeves straight hem
108027,women,shrugs,chiffondo,blue,"Casual settings, Layered looks",scorpius,abstract printed chiffon longline shrug,,,long sleeves,,,,,,longline,,navy blue orange printed open front longline shrug has long sleeves straight hem
108028,women,shrugs,chiffondo,green,"Casual settings, Layered looks",scorpius,abstract printed chiffon longline shrug,,,long sleeves,,,,,,longline,,green white printed open front longline shrug has long sleeves straight hem
108029,women,shrugs,poly,blue,"Casual settings, Layered looks",scorpius,abstract printed longline casual shrug,,,long sleeves,,,,,,longline,,blue pink green abstract printed open front longline shrug has long sleeves straight hem
108030,women,shrugs,chiffondo,purple,"Casual settings, Layered looks",scorpius,floral printed chiffon longline shrug,,,long sleeves,,,,,,longline,,purple rust printed open front longline shrug has long sleeves straight hem
108031,women,shrugs,poly,blue,"Casual settings, Layered looks",scorpius,floral printed longline casual shrug,,,long sleeves,,,,,,longline,,blue white floral printed open front longline shrug has long sleeves straight hem
108032,women,shrugs,poly,blue,"Casual settings, Layered looks",scorpius,floral printed longline casual shrug,,,long sleeves,,,,,,longline,,purple green blue floral printed open front longline shrug has long sleeves straight hem
108033,women,shrugs,poly,white,"Casual settings, Layered looks",scorpius,floral printed longline casual shrug,,,long sleeves,,,,,,longline,,white purple pink floral printed open front longline shrug has long sleeves straight hem
108034,women,shrugs,poly,black,"Casual settings, Layered looks",scorpius,floral printed longline crepe shrug,,,three-quarter sleeves,,,,,,longline,,coralcolor black white floral printed open front longline shrug has threequarter sleeves straight hem
108035,women,shrugs,poly,red,"Casual settings, Layered looks",scorpius,floral printed longline shrug,,,long sleeves,,,,,,longline,,navy blue red printed open front longline shrug has long sleeves straight hem
108036,women,shrugs,poly,blue,"Casual settings, Layered looks",scorpius,floral printed longline shrug,,,long sleeves,,,,,,longline,,navy blue white printed open front longline shrug has long sleeves straight hem
108037,women,shrugs,poly,black,"Casual settings, Layered looks",scorpius,floral printed longline shrug,,,long sleeves,,,,,,longline,,black white floral printed open front longline shrug has long sleeves straight hem
108038,women,shrugs,poly,blue,"Casual settings, Layered looks",scorpius,floral printed longline shrug,,,long sleeves,,,,,,longline,,navy blue white printed open front longline shrug has long sleeves asymmetric hem
108039,women,shrugs,poly,red,"Casual settings, Layered looks",scorpius,floral printed longline shrug,,,long sleeves,,,,,,longline,,red white printed open front longline shrug has long sleeves straight hem
108040,women,shrugs,poly,black,"Casual settings, Layered looks",scorpius,floral printed open front longline shrug,,,three-quarter sleeves,,,,,,longline,,black brown printed open front longline shrug has threequarter sleeves straight hem
108041,women,shrugs,poly,blue,"Casual settings, Layered looks",scorpius,floral printed open front longline shrug,,,three-quarter sleeves,,,,,,longline,,navy blue white printed open front longline shrug has threequarter sleeves straight hem
108042,women,shrugs,poly,blue,"Casual settings, Layered looks",scorpius,floral printed open front longline shrug,,,three-quarter sleeves,,,,,,longline,,white blue printed open front longline shrug has threequarter sleeves straight hem
108043,women,shrugs,poly,blue,"Casual settings, Layered looks",scorpius,floral printed open front longline shrug,,,three-quarter sleeves,,,,,,longline,,navy blue blue printed open front longline shrug has threequarter sleeves straight hem
108044,women,shrugs,poly,blue,"Casual settings, Layered looks",scorpius,floral printed open front longline shrug,,,three-quarter sleeves,,,,,,longline,,white blue printed open front longline shrug has threequarter sleeves straight hem
108045,women,shrugs,poly,white,"Casual settings, Layered looks",scorpius,floral printed open front longline shrug,,,three-quarter sleeves,,,,,,longline,,purple white printed open front longline shrug has threequarter sleeves straight hem
108046,women,shrugs,poly,pink,"Casual settings, Layered looks",scorpius,floral printed open front longline shrug,,,long sleeves,,,,,,longline,,purple pink printed open front longline shrug has long sleeves straight hem
108047,women,shrugs,poly,black,"Casual settings, Layered looks",scorpius,floral printed open front longline shrug,,,three-quarter sleeves,,,,,,longline,,black orange printed open front longline shrug has threequarter sleeves straight hem
108048,women,shrugs,poly,green,"Casual settings, Layered looks",scorpius,floral printed open front longline shrug,,,three-quarter sleeves,,,,,,longline,,pink green printed open front longline shrug has threequarter sleeves straight hem
108049,women,shrugs,viscose,black,"Casual settings, Layered looks",scorpius,floral printed open front longline shrug,,,three-quarter sleeves,,,,,,longline,,white black printed open front longline shrug has threequarter sleeves straight hem
108050,women,shrugs,poly,black,"Casual settings, Layered looks",scorpius,floral printed sheer longline open front shrug,,,three-quarter sleeves,,,,,,longline,,black mustard yellow floral printed sheer open front longline shrug has threequarter sleeves straight hem
108051,women,shrugs,poly,blue,"Casual settings, Layered looks",scorpius,floral printed sheer longline open front shrug,,,three-quarter sleeves,,,,,,longline,,white blue floral printed sheer open front longline shrug has threequarter sleeves straight hem
108052,women,shrugs,poly,red,"Casual settings, Layered looks",scorpius,floral printed sheer longline open front shrug,,,three-quarter sleeves,,,,,,longline,,purple red floral printed sheer open front longline shrug has threequarter sleeves straight hem
108053,women,shrugs,poly,red,"Casual settings, Layered looks",scorpius,floral printed vneck longline shrug,,,long sleeves,,,,,,longline,,red purple floral printed open front longline shrug has long sleeves straight hem
108054,women,shrugs,viscose,red,"Casual settings, Layered looks",scorpius,geomentric printed open front longline shrug,,,three-quarter sleeves,,,,,,longline,,brown creamcoloured printed open front longline shrug has threequarter sleeves straight hem
108055,women,shrugs,viscose,black,"Casual settings, Layered looks",scorpius,geometric printed longline open front shrug,,,three-quarter sleeves,,,,,,longline,,brown black geometric printed open front longline shrug has threequarter sleeves straight hem
108056,women,shrugs,cotton,blue,"Casual settings, Layered looks",scorpius,navy blue solid open front longline shrug,,,long sleeves,,,,,,longline,,navy blue solid open front longline shrug has long sleeves straight hem
108057,women,shrugs,chiffon,blue,"Casual settings, Layered looks",scorpius,printed chiffon open front longline shrug,,,three-quarter sleeves,,,,,,longline,,blue black printed open front longline shrug has three quarter sleeves straight hem
108058,women,shrugs,chiffon,white,"Casual settings, Layered looks",scorpius,printed chiffon open front longline shrug,,,three-quarter sleeves,,,,,,longline,,pink white printed open front longline shrug has three quarter sleeves straight hem
108059,women,shrugs,georgette,pink,"Casual settings, Layered looks",scorpius,printed georgette open front longline shrug,,,three-quarter sleeves,,,,,,longline,,purple pink printed open front longline shrug has three quarter sleeves straight hem
108060,women,shrugs,georgette,red,"Casual settings, Layered looks",scorpius,printed georgette open front longline shrug,,,three-quarter sleeves,,,,,,longline,,black red printed open front longline shrug has three quarter sleeves straight hem
108061,women,shrugs,georgettedo,blue,"Casual settings, Layered looks",scorpius,printed longline sheer georgette shrug,,,long sleeves,,,,,,longline,,white blue printed open front longline shrug has long sleeves straight hem
108062,women,shrugs,poly,yellow,"Casual settings, Layered looks",scorpius,printed longline shrug,,,long sleeves,,,,,,longline,,yellow pink printed open front longline shrug has long sleeves straight hem
108063,women,shrugs,poly,black,"Casual settings, Layered looks",scorpius,printed longline shrug,,,long sleeves,,,,,,longline,,black pink printed open front longline shrug has long sleeves straight hem
108064,women,shrugs,poly,red,"Casual settings, Layered looks",scorpius,striped printed longline casual shrug,,,long sleeves,,,,,,longline,,navy blue orangecoloured brown striped printed open front longline shrug has long sleeves straight hem
108065,women,shrugs,,red,"Casual settings, Layered looks",scorpius,women crop shrug,,,long sleeves,,,,,,crop,,nudecoloured solid open front crop shrug has long sleeves gathers detail dipped hem
108066,women,shrugs,,black,"Casual settings, Layered looks",scorpius,women crop shrug,,,long sleeves,,,,,,crop,,burgundy black solid open front crop shrug has long sleeves highlow hem
108067,women,shrugs,,grey,"Casual settings, Layered looks",scorpius,women longline shrug,,,long sleeves,,,,,,longline,,grey solid open front longline shrug has long sleeves straight hem
108068,women,shrugs,,grey,"Casual settings, Layered looks",scorpius,women longline shrug,,,long sleeves,,,,,,longline,,grey melange solid open front longline shrug has long sleeves straight hem
108069,women,shrugs,,teal,"Casual settings, Layered looks",scorpius,women longline shrug,,,long sleeves,,,,,,longline,,teal solid open front longline shrug has long sleeves straight hem
108070,women,shrugs,cotton,red,"Casual settings, Layered looks",scorpius,women maroon solid openfront longline shrug,,,three-quarter sleeves,,,,,,longline,,maroon solid openfront longline shrug has threequarter sleeves slightly flared hem
108071,women,shrugs,material,white,"Casual settings, Layered looks",scorpius,women offwhite  grey printed open front shrug,,,long sleeves,,,,,,longline,,offwhite grey printed open front longline shrug has long sleeves straight hem
108072,women,shrugs,poly,blue,"Casual settings, Layered looks",scorpius,women printed longline sheer shrug,,,long sleeves,,,,,,longline,,navy blue white printed open front longline shrug has long sleeves straight hem
108073,women,shrugs,poly,black,"Casual settings, Layered looks",scorpius,women printed longline shrug,,,long sleeves,,,,,,longline,,black pink printed open front longline shrug has long sleeves straight hem
108074,women,shrugs,cotton,red,"Casual settings, Layered looks",scorpius,women purple solid openfront longline shrug,,,long sleeves,,,,,,longline,,purple solid openfront longline shrug has long sleeves flared hem
108075,women,shrugs,cotton,red,"Casual settings, Layered looks",scorpius,women red solid openfront longline shrug,,,long sleeves,,,,,,longline,,red solid openfront longline shrug has long sleeves flared hem
108076,women,shrugs,poly,blue,"Casual settings, Layered looks",sera,blue  white geometric printed tieup front longline shrug,,,long sleeves,,,,,,longline,,blue white geometric printed tieup front longline shrug has long sleeves gathers detail straight hem
108077,women,shrugs,poly,pink,"Casual settings, Layered looks",sera,pink  purple floral printed tieup front longline shrug,,,long sleeves,,,,,,longline,,pink purple floral printed open front longline shrug has long sleeves gathers detail straight hem
108078,women,shrugs,,black,"Casual settings, Layered looks",sera,women black  white printed longline tieup shrug,,,long sleeves,,,,,,longline,,black white printed tieup longline shrug has long sleeves straight hem
108079,women,shrugs,poly,black,"Casual settings, Layered looks",sera,women floral printed open front shrug,,,long sleeves,,,,,,regular,,black white printed open front regular shrug has long sleeves gathers detail high low hem
108080,women,shrugs,polyester,,"Casual settings, Layered looks",sera,women geometric printed longline tieup shrug,,,long sleeves,,,,,,longline,,geometric printed tieup longline shrug has long sleeves gathers detail straight hem
108081,women,shrugs,,red,"Casual settings, Layered looks",sera,women printed tasselled tieup shrug,,,long sleeves,,,,,,regular,,peachcoloured printed tieup regular shrug has long sleeves tasselled detail
108082,women,shrugs,cotton,black,"Casual settings, Layered looks",style quotient,black solid button crop shrug,,,long sleeves,,,,,,crop,,black solid button crop shrug has long sleeves straight hem
108083,women,shrugs,cotton,black,"Casual settings, Layered looks",style quotient,cotton open front shrug,,,long sleeves,,,,,,regular,,black solid open front regular shrug has long sleeves dipped hem
108084,women,shrugs,polyester,black,"Casual settings, Layered looks",style quotient,geometric self design crop open front shrug,,,three-quarter sleeves,,,,,,crop,,black geometric self design open front crop shrug has threequarter sleeves straight hem
108085,women,shrugs,polyester,white,"Casual settings, Layered looks",style quotient,geometric self design crop open front shrug,,,three-quarter sleeves,,,,,,regular,,white geometric self design open front crop shrug has threequarter sleeves straight hem
108086,women,shrugs,cotton,green,"Casual settings, Layered looks",style quotient,olive green solid crop button shrug,,,three-quarter sleeves,,,,,,crop,,olive green solid button crop shrug has threequarter sleeves straight hem
108087,women,shrugs,cotton,maroon,"Casual settings, Layered looks",style quotient,paneled cotton denim shrug,,,short sleeves,,,,,,crop,,maroon paneled denim shrug has spread collar short sleeves curved hem
108088,women,shrugs,cotton,grey,"Casual settings, Layered looks",style quotient,paneled cotton denim shrug,,,short sleeves,,,,,,crop,,grey paneled denim shrug has spread collar short cap sleeves curved hem
108089,women,shrugs,,white,"Casual settings, Layered looks",style quotient,plus size self design floral lace open front smart casual shrug,,,three-quarter sleeves,,,,,,regular,,white self design open front regular shrug has threequarter sleeves straight hem
108090,women,shrugs,cotton,pink,"Casual settings, Layered looks",style quotient,paneled cotton denim shrug,,,short sleeves,,,,,,crop,,pink paneled denim shrug has spread collar short cap sleeves dipped hem
108091,women,shrugs,cotton,black,"Casual settings, Layered looks",style quotient,plus size women self design floral lace open front smart casual shrug,,,three-quarter sleeves,,,,,,regular,,black self design open front regular shrug has threequarter sleeves straight hem
108092,women,shrugs,cotton,white,"Casual settings, Layered looks",style quotient,self design cotton button shrug,,,long sleeves,,,,,,regular,,white self design button regular shrug has long sleeves straight hem
108093,women,shrugs,cotton,white,"Casual settings, Layered looks",style quotient,self design cotton crop button shrug,,,three-quarter sleeves,,,,,,crop,,white self design button crop shrug has threequarter sleeves dipped hem
108094,women,shrugs,polyester,black,"Casual settings, Layered looks",style quotient,short sleeves shrug,,,short sleeves,,,,,,regular,,black solid button front styling regular shrug has short sleeves straight hem
108095,women,shrugs,cotton,black,"Casual settings, Layered looks",style quotient,women black button shrug,,,short sleeves,,,,,,crop,,black self design button crop shrug has short sleeves straight hem
108096,women,shrugs,nylonh,black,"Casual settings, Layered looks",style quotient,women black crop shrug,,,short sleeves,,,,,,crop,,black self design open front crop shrug has short sleeves straight hem
108097,women,shrugs,viscose,black,"Casual settings, Layered looks",style quotient,women black monochrome shrug,,,long sleeves,,,,,,regular,,black self design open front regular shrug has long sleeves asymmetric hem
108098,women,shrugs,cotton,black,"Casual settings, Layered looks",style quotient,women black self design cotton shrug,,,three-quarter sleeves,,,,,,regular,,black self design open front regular shrug has threequarter sleeves dipped hem
108099,women,shrugs,nylonh,black,"Casual settings, Layered looks",style quotient,women black shrug,,,long sleeves,,,,,,regular,,black solid open front regular shrug has long sleeves straight hem
108100,women,shrugs,cotton,black,"Casual settings, Layered looks",style quotient,women black solid cropped open front shrug,,,three-quarter sleeves,,,,,,crop,,black solid open front cropped shrug lace inserts has threequarter sleeves straight hem
108101,women,shrugs,,black,"Casual settings, Layered looks",style quotient,women button shrug,,,short sleeves,,,,,,regular,,black solid button regular shrug has short sleeves asymmetric hem
108102,women,shrugs,,white,"Casual settings, Layered looks",style quotient,women button shrug,,,short sleeves,,,,,,regular,,white solid button regular shrug has short sleeves asymmetric hem
108103,women,shrugs,cotton,pink,"Casual settings, Layered looks",style quotient,women coral pink crop shrug,,,three-quarter sleeves,,,,,,crop,,coral pink self design open front crop shrug has threequarter sleeves straight hem
108104,women,shrugs,cotton,black,"Casual settings, Layered looks",style quotient,women cotton crop denim shrug,,,short sleeves,,,,,,crop,,black solid open front crop shrug has short sleeves straight hem
108105,women,shrugs,cotton,blue,"Casual settings, Layered looks",style quotient,women cotton crop shrug,,,three-quarter sleeves,,,,,,crop,,blue self design open front crop shrug has threequarter sleeves straight hem
108106,women,shrugs,cotton,white,"Casual settings, Layered looks",style quotient,women crop denim shrug,,,short sleeves,,,,,,crop,,white solid open front regular shrug has short sleeves straight hem
108107,women,shrugs,,black,"Casual settings, Layered looks",style quotient,women crop shrug,,,long sleeves,,,,,,crop,,black solid open front crop shrug has long sleeves straight hem
108108,women,shrugs,,black,"Casual settings, Layered looks",style quotient,women embellished crop shrug,,,short sleeves,,,,,,crop,,black silvertoned self design open front crop shrug has short sleeves embellished detail straight hem
108109,women,shrugs,polyester,red,"Casual settings, Layered looks",style quotient,women embroidered crop shrug,,,three-quarter sleeves,,,,,,crop,,silvertoned self design open front crop shrug has threequarter sleeves embroidered detail straight hem
108110,women,shrugs,,red,"Casual settings, Layered looks",style quotient,women ethnic printed shrug,,,three-quarter sleeves,,,,,,regular,,white red printed button regular shrug has threequarter sleeves straight hem
108111,women,shrugs,cotton,maroon,"Casual settings, Layered looks",style quotient,women maroon self design crop knitted shrug,,,short sleeves,,,,,,crop,,maroon self design open front crop shrug has short sleeves straight hem
108112,women,shrugs,cotton,,"Casual settings, Layered looks",style quotient,women mustard self design shrug,,,three-quarter sleeves,,,,,,regular,,mustard self design open front regular shrug has threequarter sleeves dipped hem
108113,women,shrugs,nylonh,blue,"Casual settings, Layered looks",style quotient,women navy blue self design shrug,,,long sleeves,,,,,,regular,,navy blue self design open front regular shrug has long sleeves straight hem
108114,women,shrugs,cotton,red,"Casual settings, Layered looks",style quotient,women nudecoloured self design open front cropped shrug,,,three-quarter sleeves,,,,,,crop,,nudecoloured self design open front crop shrug has threequarter sleeves straight hem
108115,women,shrugs,material,white,"Casual settings, Layered looks",style quotient,women offwhite self design open front shrug,,,three-quarter sleeves,,,,,,crop,,offwhite self design open front crop shrug has threequarter sleeves straight hem
108116,women,shrugs,material,white,"Casual settings, Layered looks",style quotient,women offwhite solid open front shrug,,,long sleeves,,,,,,regular,,offwhite solid open front regular shrug open knit detail has long sleeves straight hem
108117,women,shrugs,cotton,red,"Casual settings, Layered looks",style quotient,women peachcoloured self design button shrug,,,three-quarter sleeves,,,,,,crop,,peachcoloured self design button regular shrug has threequarter sleeves straight hem
108118,women,shrugs,cotton,white,"Casual settings, Layered looks",style quotient,women plus size open front denim shrug,,,short sleeves,,,,,,crop,,white solid open front crop shrug has short sleeves straight hem
108119,women,shrugs,cotton,blue,"Casual settings, Layered looks",style quotient,women plus size open front denim shrug,,,short sleeves,,,,,,crop,,blue solid shirt collar open front crop shrug has short sleeves straight hem
108120,women,shrugs,cotton,red,"Casual settings, Layered looks",style quotient,women red cotton shrug,,,short sleeves,,,,,,regular,,red self design open front regular shrug has short sleeves straight hem
108121,women,shrugs,cotton,white,"Casual settings, Layered looks",style quotient,women white solid cotton open front smart casual shrug,,,short sleeves,,,,,,regular,,white solid open front regular shrug has short sleeves straight hem
108122,women,shrugs,polyester,white,"Casual settings, Layered looks",style quotient,women solid shrug,,,long sleeves,,,,,,crop,,white solid shrug has vneck long sleeves button closure straight hem
108123,women,shrugs,nylonh,,"Casual settings, Layered looks",style quotient,women striking silver selfdesign bling and sparkly shrug,,,three-quarter sleeves,,,,,,crop,,striking silver tone chic selfdesign print crop length threequarter sleeves nylon hand wash
108124,women,shrugs,cotton,blue,"Casual settings, Layered looks",style quotient,women teal blue cotton crop shrug,,,three-quarter sleeves,,,,,,crop,,teal blue solid open front crop shrug has threequarter sleeves straight hem
108125,women,shrugs,cotton,blue,"Casual settings, Layered looks",style quotient,women washed crop denim shrug,,,sleeveless,,,,,,crop,,blue washed checked denim shrug has spread collar pockets has button closure sleeveless curved hemline cotton lining
108126,women,shrugs,nylonh,white,"Casual settings, Layered looks",style quotient,women white laced cropped shrug,,,three-quarter sleeves,,,,,,regular,,white self design laced open front crop shrug has threequarter sleeves dipped hem
108127,women,shrugs,cotton,white,"Casual settings, Layered looks",style quotient,women white self design button shrug,,,three-quarter sleeves,,,,,,crop,,white self design button crop shrug has threequarter sleeves dipped hem
108128,women,shrugs,cotton,white,"Casual settings, Layered looks",style quotient,women white self design open front shrug,,,three-quarter sleeves,,,,,,regular,,white self design open front regular shrug has threequarter sleeves straight hem
108129,women,shrugs,,white,"Casual settings, Layered looks",style quotient,women white shrug,,,long sleeves,,,,,,regular,,white solid open front regular shrug has long sleeves straight hem
108130,women,shrugs,cotton,white,"Casual settings, Layered looks",style quotient,women white shrug,,,three-quarter sleeves,,,,,,regular,,white self design open front regular shrug has threequarter sleeves dipped hem
108131,women,shrugs,cotton,white,"Casual settings, Layered looks",style quotient,women white shrug,,,short sleeves,,,,,,regular,,white self design open front regular shrug has short sleeves straight hem
108132,women,shrugs,cotton,,"Casual settings, Layered looks",teemoods,cotton open front shrug,,,sleeveless,,,,,,regular,,charcoal solid open front regular shrug has sleeveless highlow hem
108133,women,shrugs,cotton,black,"Casual settings, Layered looks",teemoods,cotton open front shrug,,,sleeveless,,,,,,regular,,black solid open front regular shrug has sleeveless highlow hem
108134,women,shrugs,fleece,black,"Casual settings, Layered looks",teemoods,fleece open front shrug,,,long sleeves,,,,,,regular,,black solid open front regular shrug has long sleeves straight hem
108135,women,shrugs,cotton,white,"Casual settings, Layered looks",teemoods,floral printed cotton longline open front shrug,,,long sleeves,,,,,,longline,,white pink floral printed open front longline shrug has long sleeves straight hem
108136,women,shrugs,cotton,blue,"Casual settings, Layered looks",teemoods,floral printed cotton shrug,,,three-quarter sleeves,,,,,,regular,,white blue printed open front regular shrug has threequarter sleeves highlow hem
108137,women,shrugs,cotton,white,"Casual settings, Layered looks",teemoods,floral printed cotton shrug,,,long sleeves,,,,,,regular,,white purple printed open front regular shrug has long sleeves straight hem
